基金代码,基金简称,基金类型,成立时间,最新规模,评级机构,基金评级
515010,华夏中证全指证券公司ETF,指数型-股票,,,,
515020,华夏中证银行ETF,指数型-股票,,,,
515030,华夏中证新能源汽车ETF,指数型-股票,,,,
515050,华夏中证5G通信主题ETF,指数型-股票,,,,
515060,华夏中证全指房地产ETF,指数型-股票,,,,
515070,华夏中证人工智能主题ETF,指数型-股票,,,,
515080,招商中证红利ETF,指数型-股票,,,,
515090,博时可持续发展100ETF,指数型-股票,,,,
515100,景顺长城红利低波动100ETF,指数型-股票,,,,
515110,易方达中证国企一带一路ETF,指数型-股票,,,,
515120,广发中证创新药产业ETF,指数型-股票,,,,
515130,博时沪深300ETF,指数型-股票,,,,
515150,富国中证国企一带一路ETF,指数型-股票,,,,
515160,招商MSCI中国A股国际通ETF,指数型-股票,,,,
515170,华夏中证细分食品饮料主题ETF,指数型-股票,,,,
515180,易方达中证红利ETF,指数型-股票,,,,
515190,中银证券中证500ETF,指数型-股票,,,,
515200,申万菱信中证研发创新100ETF,指数型-股票,,,,
515210,国泰中证钢铁ETF,指数型-股票,,,,
515220,国泰中证煤炭ETF,指数型-股票,,,,
515230,国泰中证全指软件ETF,指数型-股票,,,,
515250,富国中证智能汽车主题ETF,指数型-股票,,,,
515260,华宝中证电子50ETF,指数型-股票,,,,
515290,天弘中证银行ETF,指数型-股票,,,,
515293,天弘中证银行ETF,指数型-股票,,,,
515300,嘉实沪深300红利低波动ETF,指数型-股票,,,,
515310,添富沪深300ETF,指数型-股票,,,,
515320,华安中证电子50ETF,指数型-股票,,,,
515330,天弘沪深300ETF,指数型-股票,,,,
515350,民生加银沪深300ETF,指数型-股票,,,,
515360,方正富邦沪深300ETF,指数型-股票,,,,
515380,泰康沪深300ETF,指数型-股票,,,,
515390,华安沪深300ETF,指数型-股票,,,,
515400,富国中证大数据产业ETF,指数型-股票,,,,
515450,南方红利低波50ETF,指数型-股票,,,,
515530,泰康中证500ETF,指数型-股票,,,,
515550,国联中证500ETF,指数型-股票,,,,
515560,建信中证全指证券公司ETF,指数型-股票,,,,
515580,华泰柏瑞中证科技100ETF,指数型-股票,,,,
515590,前海开源中证500等权ETF,指数型-股票,,,,
515600,广发央企创新ETF,指数型-股票,,,,
515630,鹏华中证800证保ETF,指数型-股票,,,,
515650,富国中证消费50ETF,指数型-股票,,,,
515660,国联安沪深300ETF,指数型-股票,,,,
515680,嘉实中证央企创新驱动ETF,指数型-股票,,,,
515700,平安中证新能源汽车产业ETF,指数型-股票,,,,
515710,华宝中证细分食品饮料主题ETF,指数型-股票,,,,
515750,富国中证科技50策略ETF,指数型-股票,,,,
515760,华夏中证浙江国资创新发展ETF,指数型-股票,,,,
515770,摩根MSCI中国A股ETF,指数型-股票,,,,
515780,浦银安盛MSCI中国A股ETF,指数型-股票,,,,
515790,华泰柏瑞中证光伏产业ETF,指数型-股票,,,,
515800,添富中证800ETF,指数型-股票,,,,
515810,易方达中证800ETF,指数型-股票,,,,
515850,富国中证全指证券公司ETF,指数型-股票,,,,
515860,嘉实新兴科技100ETF,指数型-股票,,,,
515880,国泰中证全指通信设备ETF,指数型-股票,,,,
515890,博时红利ETF,指数型-股票,,,,
515900,博时央企创新驱动ETF,指数型-股票,,,,
515910,中金MSCI中国A股国际质量ETF,指数型-股票,,,,
515920,博时智能消费ETF,指数型-股票,,,,
515950,富国中证医药50ETF,指数型-股票,,,,
515960,嘉实医药健康100ETF,指数型-股票,,,,
515980,华富中证人工智能产业ETF,指数型-股票,,,,
515990,添富中证国企一带一路ETF,指数型-股票,,,,
516000,华夏中证大数据产业ETF,指数型-股票,,,,
516010,国泰中证动漫游戏ETF,指数型-股票,,,,
516020,华宝化工ETF,指数型-股票,,,,
516050,工银中证科技龙头ETF,指数型-股票,,,,
516060,工银瑞信中证创新药产业ETF,指数型-股票,,,,
516070,易方达中证内地低碳经济ETF,指数型-股票,,,,
516080,易方达中证创新药产业ETF,指数型-股票,,,,
516090,易方达中证新能源ETF,指数型-股票,,,,
516100,华夏中证金融科技主题ETF,指数型-股票,,,,
516110,国泰中证800汽车与零部件ETF,指数型-股票,,,,
516120,富国中证细分化工产业主题ETF,指数型-股票,,,,
516130,华宝中证消费龙头ETF,指数型-股票,,,,
516150,嘉实中证稀土产业ETF,指数型-股票,,,,
516160,南方中证新能源ETF,指数型-股票,,,,
516163,南方中证新能源ETF,指数型-股票,,,,
516180,平安中证光伏产业ETF,指数型-股票,,,,
516190,华夏中证文娱传媒ETF,指数型-股票,,,,
516200,华安中证全指证券公司ETF,指数型-股票,,,,
516210,华安中证银行ETF,指数型-股票,,,,
516220,国泰中证细分化工产业主题ETF,指数型-股票,,,,
516260,华夏中证物联网主题ETF,指数型-股票,,,,
516270,华安中证内地新能源主题ETF,指数型-股票,,,,
516290,汇添富中证光伏产业ETF,指数型-股票,,,,
516300,华泰柏瑞中证1000ETF,指数型-股票,,,,
516310,易方达中证银行ETF,指数型-股票,,,,
516320,华夏中证装备产业ETF,指数型-股票,,,,
516330,华泰柏瑞中证物联网主题ETF,指数型-股票,,,,
516350,易方达中证芯片产业ETF,指数型-股票,,,,
516360,华宝新材料ETF,指数型-股票,,,,
516380,华宝智能电动汽车ETF,指数型-股票,,,,
516390,汇添富中证新能源汽车产业ETF,指数型-股票,,,,
516480,国联安中证新材料主题ETF,指数型-股票,,,,
516500,华夏中证生物科技主题ETF,指数型-股票,,,,
516510,易方达中证云计算ETF,指数型-股票,,,,
516520,华泰柏瑞中证智能汽车主题ETF,指数型-股票,,,,
516530,银华中证现代物流ETF,指数型-股票,,,,
516550,嘉实中证大农业ETF,指数型-股票,,,,
516560,华宝中证养老产业ETF,指数型-股票,,,,
516570,易方达中证石化产业ETF,指数型-股票,,,,
516580,博时中证新能源ETF,指数型-股票,,,,
516590,易方达中证智能电动汽车ETF,指数型-股票,,,,
516600,工银瑞信中证消费服务领先ETF,指数型-股票,,,,
516610,大成中证全指医疗保健设备与服务ETF,指数型-股票,,,,
516620,国泰中证影视主题ETF,指数型-股票,,,,
516630,华夏中证云计算ETF,指数型-股票,,,,
516640,富国中证芯片产业ETF,指数型-股票,,,,
516650,华夏细分有色金属产业主题ETF,指数型-股票,,,,
516660,华安中证新能源汽车ETF,指数型-股票,,,,
516670,招商中证畜牧养殖ETF,指数型-股票,,,,
516700,华宝大数据ETF,指数型-股票,,,,
516710,华夏中证新材料主题ETF,指数型-股票,,,,
516720,浦银安盛中证ESG120策略ETF,指数型-股票,,,,
516730,浦银安盛中证证券公司30ETF,指数型-股票,,,,
516750,富国中证全指建筑材料ETF,指数型-股票,,,,
516760,平安中证畜牧养殖ETF,指数型-股票,,,,
516770,华泰柏瑞中证动漫游戏ETF,指数型-股票,,,,
516780,华泰柏瑞中证稀土产业ETF,指数型-股票,,,,
516790,华泰柏瑞中证医疗保健ETF,指数型-股票,,,,
516800,华宝中证智能制造ETF,指数型-股票,,,,
516810,华夏中证农业主题ETF,指数型-股票,,,,
516820,平安医药及医疗器械创新ETF,指数型-股票,,,,
516830,富国沪深300ESG基准ETF,指数型-股票,,,,
516850,华夏中证新能源ETF,指数型-股票,,,,
516860,博时金融科技ETF,指数型-股票,,,,
516880,银华中证光伏产业ETF,指数型-股票,,,,
516890,平安中证新材料主题ETF,指数型-股票,,,,
516900,华安中证申万食品饮料ETF,指数型-股票,,,,
516910,富国中证现代物流ETF,指数型-股票,,,,
516920,汇添富中证芯片产业ETF,指数型-股票,,,,
516930,民生加银中证生物科技主题ETF,指数型-股票,,,,
516950,银华中证基建ETF,指数型-股票,,,,
516960,国泰细分机械设备产业主题ETF,指数型-股票,,,,
516970,广发中证基建工程ETF,指数型-股票,,,,
516980,华富中证证券公司先锋策略ETF,指数型-股票,,,,
517000,银华中证沪港深500ETF,指数型-股票,,,,
517010,易方达中证沪港深500ETF,指数型-股票,,,,
517030,易方达中证沪港深300ETF,指数型-股票,,,,
517050,华泰柏瑞中证沪港深互联网ETF,指数型-股票,,,,
517080,汇添富中证沪港深500ETF,指数型-股票,,,,
517090,国泰富时中国国企开放共赢ETF,指数型-股票,,,,
517100,富国中证沪港深500ETF,指数型-股票,,,,
517110,国泰中证沪港深创新药产业ETF,指数型-股票,,,,
517120,华泰柏瑞中证创新药产业ETF,指数型-股票,,,,
517160,南方中证长江保护主题ETF,指数型-股票,,,,
517170,华夏中证沪港深500ETF,指数型-股票,,,,
517180,南方富时中国国企开放共赢ETF,指数型-股票,,,,
517200,嘉实中证沪港深互联网ETF,指数型-股票,,,,
517300,国寿安保中证沪港深300ETF,指数型-股票,,,,
517330,易方达中证长江保护主题ETF,指数型-股票,,,,
517350,广发中证沪港深科技龙头ETF,指数型-股票,,,,
517360,华安中证沪港深科技100ETF,指数型-股票,,,,
517380,天弘恒生沪深港创新药精选50ETF,指数型-股票,,,,
517390,天弘中证沪港深云计算产业ETF,指数型-股票,,,,
517400,国泰中证沪深港黄金产业股票ETF,指数型-股票,,,,
517520,永赢中证沪深港黄金产业股票ETF,指数型-股票,,,,
517550,招商中证沪港深消费龙头ETF,指数型-股票,,,,
517660,天弘中证沪港深物联网主题ETF,指数型-股票,,,,
517770,浦银安盛中证沪港深游戏及文化传媒ETF,指数型-股票,,,,
517800,方正富邦沪港深人工智能50ETF,指数型-股票,,,,
517850,汇添富中证沪港深张江自主创新50ETF,指数型-股票,,,,
517880,华泰柏瑞中证品牌消费50ETF,指数型-股票,,,,
517900,招商中证银行AH价格优选ETF,指数型-股票,,,,
517990,招商中证沪港深500医药卫生ETF,指数型-股票,,,,
518600,广发上海金ETF,指数型-其他,,,,
518660,工银瑞信黄金ETF,指数型-其他,,,,
518680,富国上海金ETF,指数型-其他,,,,
518800,国泰黄金ETF,指数型-其他,,,,
518850,华夏黄金ETF,指数型-其他,,,,
518860,建信上海金ETF,指数型-其他,,,,
518880,华安黄金易ETF,指数型-其他,,,,
518890,中银上海金ETF,指数型-其他,,,,
519001,银华价值优选混合,混合型-偏股,2005-09-27,18.26亿,,暂无评级
519002,华安安信消费混合A,混合型-偏股,2013-05-23,41.44亿,,暂无评级
519003,海富通收益增长混合,混合型-灵活,2004-03-12,14.10亿,,暂无评级
519005,海富通股票混合,混合型-偏股,2005-07-29,20.24亿,,暂无评级
519007,海富通强化回报混合,混合型-灵活,2006-05-25,2.36亿,,暂无评级
519008,汇添富优势精选混合,混合型-灵活,2005-08-25,26.22亿,,暂无评级
519009,汇添富优势精选混合(后端),混合型-灵活,,,,
519010,汇添富均衡增长混合(后端),混合型-偏股,,,,
519011,海富通精选混合,混合型-偏股,2003-08-22,8.25亿,,暂无评级
519013,海富通风格优势混合,混合型-偏股,2006-10-19,3.12亿,,暂无评级
519015,海富通精选贰号混合,混合型-偏股,2007-04-09,2.83亿,,暂无评级
519017,大成积极成长混合A,混合型-偏股,2007-01-16,8.46亿,,暂无评级
519018,汇添富均衡增长混合,混合型-偏股,2006-08-07,25.92亿,,暂无评级
519019,大成景阳领先混合A,混合型-偏股,2007-12-11,10.59亿,,暂无评级
519020,国泰金泰灵活配置混合A,混合型-灵活,2012-12-24,6.31亿,,暂无评级
519021,国泰金鼎价值混合,混合型-灵活,2007-04-11,4.79亿,,暂无评级
519022,国泰金泰灵活配置混合C,混合型-灵活,2015-11-17,4.29亿,,暂无评级
519023,海富通稳健添利债券C,债券型-混合一级,2008-10-24,2393.89万,,暂无评级
519024,海富通稳健添利债券A,债券型-混合一级,2009-03-18,10.07亿,,暂无评级
519025,海富通领先成长混合,混合型-偏股,2009-04-30,6490.26万,,暂无评级
519026,海富通中小盘混合,混合型-偏股,2010-04-14,2.81亿,,暂无评级
519029,华夏稳增混合,混合型-灵活,2006-08-09,8.74亿,,暂无评级
519030,海富通稳固收益债券C,债券型-混合二级,2010-11-23,5.21亿,,暂无评级
519033,海富通国策导向混合A,混合型-偏股,2011-11-16,12.30亿,,暂无评级
519034,海富通中证500增强A,指数型-股票,2012-05-25,2184.67万,,暂无评级
519035,富国天博创新主题混合,混合型-偏股,2007-04-27,18.35亿,,暂无评级
519036,富国天博创新主题混合(后端),混合型-偏股,,,,
519039,长盛同德主题混合,混合型-偏股,2007-10-25,7.43亿,,暂无评级
519050,海富通安颐收益混合A,混合型-灵活,2013-05-29,9691.92万,,暂无评级
519051,海富通一年定开债A,债券型-混合一级,2013-10-24,2.22亿,,暂无评级
519056,海富通内需热点混合,混合型-偏股,2013-12-19,3.16亿,,暂无评级
519060,海富通纯债债券C,债券型-混合一级,2014-04-02,398.23万,,暂无评级
519061,海富通纯债债券A,债券型-混合一级,2014-04-02,2682.60万,,暂无评级
519062,海富通阿尔法对冲混合A,混合型-绝对收益,2014-11-20,2.86亿,,暂无评级
519066,汇添富蓝筹稳健混合A,混合型-灵活,2008-07-08,46.19亿,,暂无评级
519067,汇添富蓝筹稳健混合A(后端),混合型-灵活,,,,
519068,汇添富成长焦点混合,混合型-偏股,2007-03-12,34.05亿,,暂无评级
519069,汇添富价值精选混合,混合型-偏股,2009-01-23,99.23亿,,暂无评级
519070,汇添富价值精选混合(后端),混合型-偏股,,,,
519071,汇添富成长焦点混合(后端),混合型-偏股,,,,
519078,汇添富增强收益债券A,债券型-混合一级,2008-03-06,28.03亿,,暂无评级
519087,新华优选分红混合,混合型-灵活,2005-09-16,9.05亿,,暂无评级
519088,新华优选分红混合(后端),混合型-灵活,,,,
519089,新华优选成长混合,混合型-偏股,2008-07-25,4.59亿,,暂无评级
519091,新华泛资源优势混合,混合型-灵活,2009-07-13,8.11亿,,暂无评级
519093,新华钻石品质企业混合,混合型-偏股,2010-02-03,1.12亿,,暂无评级
519095,新华行业周期轮换混合A,混合型-偏股,2010-07-21,1.79亿,,暂无评级
519097,新华中小市值优选混合,混合型-偏股,2011-01-28,4963.92万,,暂无评级
519100,长盛中证A100指数,指数型-股票,2006-11-22,2.60亿,,暂无评级
519110,浦银安盛价值成长混合A,混合型-偏股,2008-04-16,5.15亿,,暂无评级
519111,浦银安盛优化收益债券A,债券型-混合二级,2008-12-30,2967.33万,,暂无评级
519112,浦银安盛优化收益债券C,债券型-混合二级,2009-09-22,198.26万,,暂无评级
519113,浦银安盛精致生活混合A,混合型-灵活,2009-06-04,1.37亿,,暂无评级
519115,浦银安盛红利精选混合A,混合型-偏股,2009-12-03,9729.66万,,暂无评级
519116,浦银安盛沪深300指数增强A,指数型-股票,2010-12-10,5.49亿,,暂无评级
519118,浦银安盛幸福回报定开债A,债券型-长债,2012-09-18,4110.47万,,暂无评级
519119,浦银安盛幸福回报定开债B,债券型-长债,2012-09-18,1028.53万,,暂无评级
519120,浦银安盛新兴产业混合A,混合型-灵活,2013-03-25,2.17亿,,暂无评级
519121,浦银安盛6个月持有期债券A,债券型-混合一级,2013-05-16,2852.17万,,暂无评级
519122,浦银安盛6个月持有期债券C,债券型-混合一级,2013-05-16,2368.76万,,暂无评级
519125,浦银安盛消费升级混合A,混合型-灵活,2013-12-04,5.02亿,,暂无评级
519126,浦银安盛新经济结构混合A,混合型-灵活,2014-05-20,3.09亿,,暂无评级
519127,浦银安盛盛世精选混合A,混合型-灵活,2014-06-26,7803.42万,,暂无评级
519130,海富通新内需混合A,混合型-灵活,2014-11-27,469.94万,,暂无评级
519133,海富通改革驱动混合,混合型-灵活,2016-04-28,66.43亿,,暂无评级
519136,海富通瑞丰债券型,债券型-混合二级,,,,
519137,海富通瑞福债券A,债券型-混合一级,2017-07-28,41.18亿,,暂无评级
519138,海富通瑞祥一年定开债券,债券型-长债,2017-07-28,10.28亿,,暂无评级
519139,海富通沪港深混合A,混合型-灵活,2016-11-11,6260.43万,,暂无评级
519150,新华优选消费混合,混合型-偏股,2012-06-13,2.70亿,,暂无评级
519152,新华纯债添利债券发起A,债券型-长债,2012-12-21,2.45亿,,暂无评级
519153,新华纯债添利债券发起C,债券型-长债,2012-12-21,5700.71万,,暂无评级
519156,新华行业灵活配置混合A,混合型-灵活,2013-06-05,3.74亿,,暂无评级
519157,新华行业灵活配置混合C,混合型-灵活,2015-08-01,373.98万,,暂无评级
519158,新华趋势领航混合,混合型-偏股,2013-09-11,2.21亿,,暂无评级
519160,新华安享惠金定期债券A,债券型-混合一级,2013-11-13,4705.50万,,暂无评级
519161,新华安享惠金定期债券C,债券型-混合一级,2013-11-13,367.97万,,暂无评级
519162,新华增怡债券A,债券型-混合二级,2013-12-04,11.34亿,,暂无评级
519163,新华增怡债券C,债券型-混合二级,2013-12-04,1444.88万,,暂无评级
519170,浦银安盛增长动力混合A,混合型-灵活,2015-03-12,5.63亿,,暂无评级
